Borough,District,School,School Name,School Category,Program,Language,Language (Translated),General/Special Education,Special Education Model,School Address,Address,Borough_check,State,Zipcode,schools_language
Bronx,9,09X294,The Walton Avenue School,Elementary,Transitional Bilingual Education,Spanish,Español,General Education,Not Applicable,"1425 WALTON AVENUE, BRONX, NY, 10452",1425 WALTON AVENUE,Bronx,NY,10452,33
Bronx,9,09X311,Lucero Elementary School,Elementary,Dual Language,Spanish,Español,General Education,Not Applicable,"1425 WALTON AVENUE, BRONX, NY, 10452",1425 WALTON AVENUE,Bronx,NY,10452,33
Bronx,9,09X313,I.S. 313 School of Leadership Development,Junior High-Intermediate-Middle,Transitional Bilingual Education,Spanish,Español,General Education,Not Applicable,"1600 WEBSTER AVENUE, BRONX, NY, 10457",1600 WEBSTER AVENUE,Bronx,NY,10457,33
Bronx,9,09X323,Bronx Writing Academy,Junior High-Intermediate-Middle,Transitional Bilingual Education,Spanish,Español,General Education,Not Applicable,"270 EAST 167 STREET, BRONX, NY, 10456",270 EAST 167 STREET,Bronx,NY,10456,33
Bronx,9,09X339,I.S. 339,Junior High-Intermediate-Middle,Transitional Bilingual Education,Spanish,Español,General Education,Not Applicable,"1600 WEBSTER AVENUE, BRONX, NY, 10457",1600 WEBSTER AVENUE,Bronx,NY,10457,33
Bronx,9,09X365,Academy for Language and Technology,High school,Transitional Bilingual Education,Spanish,Español,General Education,Not Applicable,"1700 MACOMBS ROAD, BRONX, NY, 10453",1700 MACOMBS ROAD,Bronx,NY,10453,33
Bronx,9,09X443,The Family School,Elementary,Dual Language,Spanish,Español,General Education,Not Applicable,"1116 SHERIDAN AVENUE, BRONX, NY, 10456",1116 SHERIDAN AVENUE,Bronx,NY,10456,33
Bronx,9,09X454,Science and Technology Academy: A Mott Hall School,Junior High-Intermediate-Middle,Transitional Bilingual Education,Spanish,Español,General Education,Not Applicable,"250 EAST 164 STREET, BRONX, NY, 10456",250 EAST 164 STREET,Bronx,NY,10456,33
Bronx,9,09X457,Sheridan Academy for Young Leaders,Elementary,Dual Language,Spanish,Español,General Education,Not Applicable,"1116 SHERIDAN AVENUE, BRONX, NY, 10456",1116 SHERIDAN AVENUE,Bronx,NY,10456,33
Bronx,9,09X644,Bronx Debate Academy,Junior High-Intermediate-Middle,Dual Language,Spanish,Español,General Education,Not Applicable,"1302 EDWARD L GRANT HIGHWAY, BRONX, NY, 10452",1302 EDWARD L GRANT HIGHWAY,Bronx,NY,10452,33
Bronx,10,10X008,P.S. 008 Isaac Varian,Elementary,Transitional Bilingual Education,Spanish,Español,General Education,Not Applicable,"3010 BRIGGS AVENUE, BRONX, NY, 10458",3010 BRIGGS AVENUE,Bronx,NY,10458,43
Bronx,10,10X009,P.S. 9 Ryer Avenue Elementary School,Elementary,Transitional Bilingual Education,Spanish,Español,General Education,Not Applicable,"230 EAST 183 STREET, BRONX, NY, 10458",230 EAST 183 STREET,Bronx,NY,10458,43
Bronx,10,10X032,P.S. 032 Belmont,Elementary,Transitional Bilingual Education,Spanish,Español,Special Education,ICT,"690 EAST 183 STREET, BRONX, NY, 10458",690 EAST 183 STREET,Bronx,NY,10458,43
Bronx,10,10X033,P.S. 033 Timothy Dwight,Elementary,Transitional Bilingual Education,Spanish,Español,General Education,Not Applicable,"2424 JEROME AVENUE, BRONX, NY, 10468",2424 JEROME AVENUE,Bronx,NY,10468,43
Bronx,10,10X046,P.S. 046 Edgar Allan Poe,Elementary,Dual Language,Spanish,Español,General Education,Not Applicable,"2760 BRIGGS AVENUE, BRONX, NY, 10458",2760 BRIGGS AVENUE,Bronx,NY,10458,43
Bronx,10,10X046,P.S. 046 Edgar Allan Poe,Elementary,Transitional Bilingual Education,Spanish,Español,General Education,Not Applicable,"2760 BRIGGS AVENUE, BRONX, NY, 10458",2760 BRIGGS AVENUE,Bronx,NY,10458,43
Bronx,10,10X046,P.S. 046 Edgar Allan Poe,Elementary,Transitional Bilingual Education,Spanish,Español,Special Education,12:1:1,"2760 BRIGGS AVENUE, BRONX, NY, 10458",2760 BRIGGS AVENUE,Bronx,NY,10458,43
Bronx,10,10X054,P.S./I.S. 54,Elementary,Dual Language,Spanish,Español,General Education,Not Applicable,"2703 WEBSTER AVENUE, BRONX, NY, 10458",2703 WEBSTER AVENUE,Bronx,NY,10458,43
Bronx,10,10X077,Bedford Park Elementary School,Elementary,Dual Language,Spanish,Español,General Education,Not Applicable,"3177 WEBSTER AVENUE, BRONX, NY, 10467",3177 WEBSTER AVENUE,Bronx,NY,10467,43
Bronx,10,10X080,J.H.S. 080 The Mosholu Parkway,Junior High-Intermediate-Middle,Transitional Bilingual Education,Spanish,Español,General Education,Not Applicable,"149 EAST MOSHOLU PKWY N, BRONX, NY, 10467",149 EAST MOSHOLU PKWY N,Bronx,NY,10467,43
Bronx,10,10X085,P.S. 085 Great Expectations,Elementary,Dual Language,Spanish,Español,General Education,Not Applicable,"2400 MARION AVENUE, BRONX, NY, 10458",2400 MARION AVENUE,Bronx,NY,10458,43
Bronx,10,10X085,P.S. 085 Great Expectations,Elementary,Transitional Bilingual Education,Spanish,Español,General Education,Not Applicable,"2400 MARION AVENUE, BRONX, NY, 10458",2400 MARION AVENUE,Bronx,NY,10458,43
Bronx,10,10X086,P.S. 086 Kingsbridge Heights,Elementary,Transitional Bilingual Education,Spanish,Español,General Education,Not Applicable,"2756 RESERVOIR AVENUE, BRONX, NY, 10468",2756 RESERVOIR AVENUE,Bronx,NY,10468,43
Bronx,10,10X086,P.S. 086 Kingsbridge Heights,Elementary,Transitional Bilingual Education,Spanish,Español,Special Education,12:1:1,"2756 RESERVOIR AVENUE, BRONX, NY, 10468",2756 RESERVOIR AVENUE,Bronx,NY,10468,43
Bronx,10,10X091,P.S. 091 Bronx,Elementary,Transitional Bilingual Education,Spanish,Español,General Education,Not Applicable,"2200 AQUEDUCT AVENUE, BRONX, NY, 10453",2200 AQUEDUCT AVENUE,Bronx,NY,10453,43
Bronx,10,10X094,P.S. 094 Kings College School,Elementary,Transitional Bilingual Education,Spanish,Español,Special Education,ICT,"3530 KINGS COLLEGE PLACE, BRONX, NY, 10467",3530 KINGS COLLEGE PLACE,Bronx,NY,10467,43
Bronx,10,10X095,P.S. 095 Sheila Mencher,K-8,Transitional Bilingual Education,Spanish,Español,General Education,Not Applicable,"3961 HILLMAN AVENUE, BRONX, NY, 10463",3961 HILLMAN AVENUE,Bronx,NY,10463,43
Bronx,10,10X095,P.S. 095 Sheila Mencher,K-8,Transitional Bilingual Education,Spanish,Español,Special Education,12:1:1,"3961 HILLMAN AVENUE, BRONX, NY, 10463",3961 HILLMAN AVENUE,Bronx,NY,10463,43
Bronx,10,10X095,P.S. 095 Sheila Mencher,K-8,Transitional Bilingual Education,Spanish,Español,Special Education,ICT,"3961 HILLMAN AVENUE, BRONX, NY, 10463",3961 HILLMAN AVENUE,Bronx,NY,10463,43
Bronx,10,10X118,J.H.S. 118 William W. Niles,Junior High-Intermediate-Middle,Transitional Bilingual Education,Spanish,Español,General Education,Not Applicable,"577 EAST 179 STREET, BRONX, NY, 10457",577 EAST 179 STREET,Bronx,NY,10457,43
Bronx,10,10X205,P.S. 205 Fiorello LaGuardia,Elementary,Transitional Bilingual Education,Spanish,Español,General Education,Not Applicable,"2475 SOUTHERN BOULEVARD, BRONX, NY, 10458",2475 SOUTHERN BOULEVARD,Bronx,NY,10458,43
Bronx,10,10X206,I.S. 206 Ann Mersereau,Junior High-Intermediate-Middle,Transitional Bilingual Education,Spanish,Español,General Education,Not Applicable,"2280 AQUEDUCT AVENUE, BRONX, NY, 10468",2280 AQUEDUCT AVENUE,Bronx,NY,10468,43
Bronx,10,10X206,I.S. 206 Ann Mersereau,Junior High-Intermediate-Middle,Transitional Bilingual Education,Spanish,Español,Special Education,12:1:1,"2280 AQUEDUCT AVENUE, BRONX, NY, 10468",2280 AQUEDUCT AVENUE,Bronx,NY,10468,43
Bronx,10,10X206,I.S. 206 Ann Mersereau,Junior High-Intermediate-Middle,Transitional Bilingual Education,Spanish,Español,Special Education,ICT,"2280 AQUEDUCT AVENUE, BRONX, NY, 10468",2280 AQUEDUCT AVENUE,Bronx,NY,10468,43
Bronx,10,10X207,P.S. 207,Elementary,Dual Language,Spanish,Español,General Education,Not Applicable,"3030 GODWIN TERRACE, BRONX, NY, 10463",3030 GODWIN TERRACE,Bronx,NY,10463,43
Bronx,10,10X226,P.S. 226,Elementary,Transitional Bilingual Education,Spanish,Español,General Education,Not Applicable,"1950 SEDGWICK AVENUE, BRONX, NY, 10453",1950 SEDGWICK AVENUE,Bronx,NY,10453,43
Bronx,10,10X244,The New School for Leadership and Journalism,Junior High-Intermediate-Middle,Transitional Bilingual Education,Spanish,Español,General Education,Not Applicable,"120 WEST 231 STREET, BRONX, NY, 10463",120 WEST 231 STREET,Bronx,NY,10463,43
Bronx,10,10X244,The New School for Leadership and Journalism,Junior High-Intermediate-Middle,Transitional Bilingual Education,Spanish,Español,Special Education,12:1:1,"120 WEST 231 STREET, BRONX, NY, 10463",120 WEST 231 STREET,Bronx,NY,10463,43
Bronx,10,10X246,P.S. 246 Poe Center,Elementary,Transitional Bilingual Education,Spanish,Español,General Education,Not Applicable,"2641 GRAND CONCOURSE, BRONX, NY, 10468",2641 GRAND CONCOURSE,Bronx,NY,10468,43
Bronx,10,10X254,I.S. 254,Junior High-Intermediate-Middle,Transitional Bilingual Education,Spanish,Español,General Education,Not Applicable,"2452 WASHINGTON AVENUE, BRONX, NY, 10458",2452 WASHINGTON AVENUE,Bronx,NY,10458,43
Bronx,10,10X279,"P.S. 279 Captain Manuel Rivera, Jr.",K-8,Transitional Bilingual Education,Spanish,Español,General Education,Not Applicable,"2100 WALTON AVENUE, BRONX, NY, 10453",2100 WALTON AVENUE,Bronx,NY,10453,43
Bronx,10,10X331,The Bronx School of Young Leaders,Junior High-Intermediate-Middle,Transitional Bilingual Education,Spanish,Español,General Education,Not Applicable,"40 WEST TREMONT AVENUE, BRONX, NY, 10453",40 WEST TREMONT AVENUE,Bronx,NY,10453,43
Bronx,10,10X340,P.S. 340,Elementary,Transitional Bilingual Education,Spanish,Español,General Education,Not Applicable,"25 WEST 195 STREET, BRONX, NY, 10468",25 WEST 195 STREET,Bronx,NY,10468,43
Bronx,10,10X342,International School for Liberal Arts,Secondary School,Transitional Bilingual Education,Spanish,Español,General Education,Not Applicable,"2780 RESERVOIR AVENUE, BRONX, NY, 10468",2780 RESERVOIR AVENUE,Bronx,NY,10468,43
Bronx,10,10X342,International School for Liberal Arts,Secondary School,Transitional Bilingual Education,Spanish,Español,Special Education,ICT,"2780 RESERVOIR AVENUE, BRONX, NY, 10468",2780 RESERVOIR AVENUE,Bronx,NY,10468,43
Bronx,10,10X351,Bronx Collaborative High School,High school,Transitional Bilingual Education,Spanish,Español,General Education,Not Applicable,"100 WEST MOSHOLU PARKWAY SOUTH, BRONX, NY, 10468",100 WEST MOSHOLU PARKWAY SOUTH,Bronx,NY,10468,43
Bronx,10,10X353,World View High School,High school,Transitional Bilingual Education,Spanish,Español,General Education,Not Applicable,"100 WEST MOSHOLU PARKWAY SOUTH, BRONX, NY, 10468",100 WEST MOSHOLU PARKWAY SOUTH,Bronx,NY,10468,43
Bronx,10,10X363,Academy For Personal Leadership And Excellence,Junior High-Intermediate-Middle,Transitional Bilingual Education,Spanish,Español,General Education,Not Applicable,"120 EAST 184 STREET, BRONX, NY, 10468",120 EAST 184 STREET,Bronx,NY,10468,43
Bronx,10,10X368,In-Tech Academy (M.S. / High School 368),Secondary School,Transitional Bilingual Education,Spanish,Español,General Education,Not Applicable,"2975 TIBBETT AVENUE, BRONX, NY, 10463",2975 TIBBETT AVENUE,Bronx,NY,10463,43
Bronx,10,10X390,M.S. 390,Junior High-Intermediate-Middle,Dual Language,Spanish,Español,General Education,Not Applicable,"1930 ANDREWS AVENUE, BRONX, NY, 10453",1930 ANDREWS AVENUE,Bronx,NY,10453,43
Bronx,10,10X391,The Angelo Patri Middle School,Junior High-Intermediate-Middle,Transitional Bilingual Education,Spanish,Español,General Education,Not Applicable,"2225 WEBSTER AVENUE, BRONX, NY, 10457",2225 WEBSTER AVENUE,Bronx,NY,10457,43
Bronx,10,10X433,High School for Teaching and the Professions,High school,Transitional Bilingual Education,Spanish,Español,Special Education,ICT,"2780 RESERVOIR AVENUE, BRONX, NY, 10468",2780 RESERVOIR AVENUE,Bronx,NY,10468,43
Bronx,10,10X447,Creston Academy,Junior High-Intermediate-Middle,Transitional Bilingual Education,Spanish,Español,General Education,Not Applicable,"125 EAST 181 STREET, BRONX, NY, 10453",125 EAST 181 STREET,Bronx,NY,10453,43
Bronx,11,11X127,J.H.S. 127 The Castle Hill,Junior High-Intermediate-Middle,Transitional Bilingual Education,Spanish,Español,Special Education,ICT,"1551 CASTLE HILL AVENUE, BRONX, NY, 10462",1551 CASTLE HILL AVENUE,Bronx,NY,10462,1
Bronx,12,12X047,P.S. 047 John Randolph,Elementary,Transitional Bilingual Education,Spanish,Español,General Education,Not Applicable,"1794 EAST 172 STREET, BRONX, NY, 10472",1794 EAST 172 STREET,Bronx,NY,10472,15
Bronx,12,12X150,P.S. 150 Charles James Fox,Elementary,Transitional Bilingual Education,Spanish,Español,General Education,Not Applicable,"920 EAST 167 STREET, BRONX, NY, 10459",920 EAST 167 STREET,Bronx,NY,10459,15
Bronx,12,12X150,P.S. 150 Charles James Fox,Elementary,Transitional Bilingual Education,Spanish,Español,Special Education,12:1:1,"920 EAST 167 STREET, BRONX, NY, 10459",920 EAST 167 STREET,Bronx,NY,10459,15
Bronx,12,12X195,P.S. 195,Elementary,Transitional Bilingual Education,Spanish,Español,General Education,Not Applicable,"1260 WARD AVENUE, BRONX, NY, 10472",1260 WARD AVENUE,Bronx,NY,10472,15
Bronx,12,12X196,P.S. 196,Elementary,Transitional Bilingual Education,Spanish,Español,General Education,Not Applicable,"1260 WARD AVENUE, BRONX, NY, 10472",1260 WARD AVENUE,Bronx,NY,10472,15
Bronx,12,12X214,P.S. 214,K-8,Transitional Bilingual Education,Spanish,Español,General Education,Not Applicable,"1970 WEST FARMS ROAD, BRONX, NY, 10460",1970 WEST FARMS ROAD,Bronx,NY,10460,15
Bronx,12,12X286,Fannie Lou Hamer Middle School,Junior High-Intermediate-Middle,Dual Language,Spanish,Español,General Education,Not Applicable,"1001 JENNINGS STREET, BRONX, NY, 10460",1001 JENNINGS STREET,Bronx,NY,10460,15
Bronx,12,12X383,Emolior Academy,Junior High-Intermediate-Middle,Dual Language,Spanish,Español,General Education,Not Applicable,"1970 WEST FARMS ROAD, BRONX, NY, 10460",1970 WEST FARMS ROAD,Bronx,NY,10460,15
Bronx,12,12X446,Arturo A. Schomburg Satellite Academy Bronx,High school,Transitional Bilingual Education,Spanish,Español,Special Education,ICT,"1010 REV. J. A. POLITE AVENUE, BRONX, NY, 10459",1010 REV. J. A. POLITE AVENUE,Bronx,NY,10459,15
Bronx,12,12X458,Samara Community School,Elementary,Dual Language,Spanish,Español,General Education,Not Applicable,"1570 BOONE AVENUE, BRONX, NY, 10460",1570 BOONE AVENUE,Bronx,NY,10460,15
Bronx,12,12X458,Samara Community School,Elementary,Dual Language,Spanish,Español,Special Education,ICT,"1570 BOONE AVENUE, BRONX, NY, 10460",1570 BOONE AVENUE,Bronx,NY,10460,15
Bronx,12,12X463,Urban Scholars Community School,Elementary,Dual Language,Spanish,Español,General Education,Not Applicable,"1180 TINTON AVENUE, BRONX, NY, 10456",1180 TINTON AVENUE,Bronx,NY,10456,15
Bronx,12,12X550,High School of World Cultures,High school,Transitional Bilingual Education,Spanish,Español,General Education,Not Applicable,"1300 BOYNTON AVENUE, BRONX, NY, 10472",1300 BOYNTON AVENUE,Bronx,NY,10472,15
Bronx,12,12X595,P.S. 595,Elementary,Dual Language,Spanish,Español,General Education,Not Applicable,"700 EAST 179 STREET, BRONX, NY, 10457",700 EAST 179 STREET,Bronx,NY,10457,15
Bronx,12,12X595,P.S. 595,Elementary,Dual Language,Spanish,Español,Special Education,ICT,"700 EAST 179 STREET, BRONX, NY, 10457",700 EAST 179 STREET,Bronx,NY,10457,15
Brooklyn,13,13K009,Public School 9 The Sarah Smith Garnet School,Elementary,Dual Language,Spanish,Español,General Education,Not Applicable,"80 UNDERHILL AVENUE, BROOKLYN, NY, 11238",80 UNDERHILL AVENUE,Brooklyn,NY,11238,5
Brooklyn,13,13K046,P.S. 046 Edward C. Blum,Elementary,Dual Language,Spanish,Español,General Education,Not Applicable,"100 CLERMONT AVENUE, BROOKLYN, NY, 11205",100 CLERMONT AVENUE,Brooklyn,NY,11205,5
Brooklyn,13,13K054,P.S. 54 The Detective Rafael Ramos School,Elementary,Dual Language,Spanish,Español,Special Education,ICT,"195 SANDFORD STREET, BROOKLYN, NY, 11205",195 SANDFORD STREET,Brooklyn,NY,11205,5
Brooklyn,13,13K113,M.S. 113 Ronald Edmonds Learning Center,Junior High-Intermediate-Middle,Dual Language,Spanish,Español,General Education,Not Applicable,"300 ADELPHI STREET, BROOKLYN, NY, 11205",300 ADELPHI STREET,Brooklyn,NY,11205,5
Brooklyn,13,13K133,P.S. 133 William A. Butler,Elementary,Dual Language,Spanish,Español,General Education,Not Applicable,"610 BALTIC STREET, BROOKLYN, NY, 11217",610 BALTIC STREET,Brooklyn,NY,11217,5
Brooklyn,14,14K018,P.S. 018 Edward Bush,Elementary,Dual Language,Spanish,Español,General Education,Not Applicable,"101 MAUJER STREET, BROOKLYN, NY, 11206",101 MAUJER STREET,Brooklyn,NY,11206,15
Brooklyn,14,14K050,J.H.S. 050 John D. Wells,Junior High-Intermediate-Middle,Dual Language,Spanish,Español,Special Education,ICT,"183 SOUTH 3 STREET, BROOKLYN, NY, 11211",183 SOUTH 3 STREET,Brooklyn,NY,11211,15
Brooklyn,14,14K050,J.H.S. 050 John D. Wells,Junior High-Intermediate-Middle,Transitional Bilingual Education,Spanish,Español,Special Education,12:1:1,"183 SOUTH 3 STREET, BROOKLYN, NY, 11211",183 SOUTH 3 STREET,Brooklyn,NY,11211,15
Brooklyn,14,14K059,P.S. 059 The Dawn Best School,Elementary,Dual Language,Spanish,Español,General Education,Not Applicable,"211 THROOP AVENUE, BROOKLYN, NY, 11206",211 THROOP AVENUE,Brooklyn,NY,11206,15
Brooklyn,14,14K071,Juan Morel Campos Secondary School,Secondary School,Transitional Bilingual Education,Spanish,Español,General Education,Not Applicable,"215 HEYWARD STREET, BROOKLYN, NY, 11206",215 HEYWARD STREET,Brooklyn,NY,11206,15
Brooklyn,14,14K084,P.S. 084 Jose De Diego,K-8,Dual Language,Spanish,Español,General Education,Not Applicable,"250 BERRY STREET, BROOKLYN, NY, 11249",250 BERRY STREET,Brooklyn,NY,11249,15
Brooklyn,14,14K257,P.S. 257 John F. Hylan,Elementary,Transitional Bilingual Education,Spanish,Español,General Education,Not Applicable,"60 COOK STREET, BROOKLYN, NY, 11206",60 COOK STREET,Brooklyn,NY,11206,15
Brooklyn,14,14K257,P.S. 257 John F. Hylan,Elementary,Transitional Bilingual Education,Spanish,Español,Special Education,12:1:1,"60 COOK STREET, BROOKLYN, NY, 11206",60 COOK STREET,Brooklyn,NY,11206,15
Brooklyn,14,14K319,P.S. 319,Early Childhood,Dual Language,Spanish,Español,General Education,Not Applicable,"360 KEAP STREET, BROOKLYN, NY, 11211",360 KEAP STREET,Brooklyn,NY,11211,15
Brooklyn,14,14K380,P.S. 380 John Wayne Elementary,Elementary,Dual Language,Spanish,Español,General Education,Not Applicable,"370 MARCY AVENUE, BROOKLYN, NY, 11206",370 MARCY AVENUE,Brooklyn,NY,11206,15
Brooklyn,14,14K414,Brooklyn Arbor Elementary School,Elementary,Dual Language,Spanish,Español,General Education,Not Applicable,"325 SOUTH 3 STREET, BROOKLYN, NY, 11211",325 SOUTH 3 STREET,Brooklyn,NY,11211,15
Brooklyn,14,14K454,The Williamsburg High School of Art and Technology,High school,Transitional Bilingual Education,Spanish,Español,General Education,Not Applicable,"223 GRAHAM AVENUE, BROOKLYN, NY, 11206",223 GRAHAM AVENUE,Brooklyn,NY,11206,15
Brooklyn,14,14K474,PROGRESS High School for Professional Careers,High school,Transitional Bilingual Education,Spanish,Español,General Education,Not Applicable,"850 GRAND STREET, BROOKLYN, NY, 11211",850 GRAND STREET,Brooklyn,NY,11211,15
Brooklyn,14,14K477,East Williamsburg Scholars Academy,High school,Transitional Bilingual Education,Spanish,Español,General Education,Not Applicable,"850 GRAND STREET, BROOKLYN, NY, 11211",850 GRAND STREET,Brooklyn,NY,11211,15
Brooklyn,14,14K478,"The High School for Enterprise, Business and Technology",High school,Transitional Bilingual Education,Spanish,Español,General Education,Not Applicable,"850 GRAND STREET, BROOKLYN, NY, 11211",850 GRAND STREET,Brooklyn,NY,11211,15
Brooklyn,15,15K001,P.S. 001 The Bergen,Elementary,Dual Language,Spanish,Español,General Education,Not Applicable,"309 47 STREET, BROOKLYN, NY, 11220",309 47 STREET,Brooklyn,NY,11220,21
Brooklyn,15,15K015,P.S. 015 Patrick F. Daly,Elementary,Dual Language,Spanish,Español,General Education,Not Applicable,"71 SULLIVAN STREET, BROOKLYN, NY, 11231",71 SULLIVAN STREET,Brooklyn,NY,11231,21
Brooklyn,15,15K015,P.S. 015 Patrick F. Daly,Elementary,Dual Language,Spanish,Español,Special Education,ICT,"71 SULLIVAN STREET, BROOKLYN, NY, 11231",71 SULLIVAN STREET,Brooklyn,NY,11231,21
Brooklyn,15,15K024,P.S. 024,Elementary,Dual Language,Spanish,Español,General Education,Not Applicable,"427 38 STREET, BROOKLYN, NY, 11232",427 38 STREET,Brooklyn,NY,11232,21
Brooklyn,15,15K024,P.S. 024,Elementary,Dual Language,Spanish,Español,Special Education,ICT,"427 38 STREET, BROOKLYN, NY, 11232",427 38 STREET,Brooklyn,NY,11232,21
Brooklyn,15,15K088,J.H.S. 088 Peter Rouget,Junior High-Intermediate-Middle,Dual Language,Spanish,Español,General Education,Not Applicable,"544 7 AVENUE, BROOKLYN, NY, 11215",544 7 AVENUE,Brooklyn,NY,11215,21
Brooklyn,15,15K094,P.S. 094 The Henry Longfellow,Elementary,Dual Language,Spanish,Español,General Education,Not Applicable,"5010 6 AVENUE, BROOKLYN, NY, 11220",5010 6 AVENUE,Brooklyn,NY,11220,21
Brooklyn,15,15K094,P.S. 094 The Henry Longfellow,Elementary,Dual Language,Spanish,Español,Special Education,ICT,"5010 6 AVENUE, BROOKLYN, NY, 11220",5010 6 AVENUE,Brooklyn,NY,11220,21
Brooklyn,15,15K124,P.S. 124 Silas B. Dutcher,Elementary,Dual Language,Spanish,Español,General Education,Not Applicable,"515 4 AVENUE, BROOKLYN, NY, 11215",515 4 AVENUE,Brooklyn,NY,11215,21
Brooklyn,15,15K124,P.S. 124 Silas B. Dutcher,Elementary,Dual Language,Spanish,Español,Special Education,ICT,"515 4 AVENUE, BROOKLYN, NY, 11215",515 4 AVENUE,Brooklyn,NY,11215,21
Brooklyn,15,15K136,I.S. 136 Charles O. Dewey,Junior High-Intermediate-Middle,Dual Language,Spanish,Español,General Education,Not Applicable,"4004 4 AVENUE, BROOKLYN, NY, 11232",4004 4 AVENUE,Brooklyn,NY,11232,21
Brooklyn,15,15K136,I.S. 136 Charles O. Dewey,Junior High-Intermediate-Middle,Dual Language,Spanish,Español,Special Education,ICT,"4004 4 AVENUE, BROOKLYN, NY, 11232",4004 4 AVENUE,Brooklyn,NY,11232,21
Brooklyn,15,15K169,P.S. 169 Sunset Park,Elementary,Dual Language,Spanish,Español,General Education,Not Applicable,"4305 7 AVENUE, BROOKLYN, NY, 11232",4305 7 AVENUE,Brooklyn,NY,11232,21
Brooklyn,15,15K230,P.S. 230 Doris L. Cohen,Elementary,Dual Language,Spanish,Español,General Education,Not Applicable,"1 ALBEMARLE ROAD, BROOKLYN, NY, 11218",1 ALBEMARLE ROAD,Brooklyn,NY,11218,21
Brooklyn,15,15K456,The Elizabeth Jennings School for Bold Explorers,Elementary,Dual Language,Spanish,Español,General Education,Not Applicable,"485 STATE STREET, BROOKLYN, NY, 11217",485 STATE STREET,Brooklyn,NY,11217,21
Brooklyn,15,15K516,Sunset Park Avenues Elementary School,Elementary,Dual Language,Spanish,Español,General Education,Not Applicable,"4308 4TH AVENUE, BROOKLYN, NY, 11232",4308 4TH AVENUE,Brooklyn,NY,11232,21
Brooklyn,15,15K519,Cobble Hill School of American Studies,High school,Transitional Bilingual Education,Spanish,Español,General Education,Not Applicable,"347 BALTIC STREET, BROOKLYN, NY, 11201",347 BALTIC STREET,Brooklyn,NY,11201,21
Brooklyn,15,15K667,Sunset Park High School,High school,Dual Language,Spanish,Español,General Education,Not Applicable,"153 35 STREET, BROOKLYN, NY, 11232",153 35 STREET,Brooklyn,NY,11232,21
Brooklyn,15,15K821,Sunset Park Prep,Junior High-Intermediate-Middle,Transitional Bilingual Education,Spanish,Español,General Education,Not Applicable,"4004 4 AVENUE, BROOKLYN, NY, 11232",4004 4 AVENUE,Brooklyn,NY,11232,21
Brooklyn,15,15K896,The School of Creativity and Innovation,Elementary,Dual Language,Spanish,Español,General Education,Not Applicable,"736 48TH STREET, BROOKLYN, NY, 11220",736 48TH STREET,Brooklyn,NY,11220,21
Brooklyn,15,15K896,The School of Creativity and Innovation,Elementary,Transitional Bilingual Education,Spanish,Español,Special Education,12:1:1,"736 48TH STREET, BROOKLYN, NY, 11220",736 48TH STREET,Brooklyn,NY,11220,21
Brooklyn,16,16K040,P.S. 040 George W. Carver,Elementary,Dual Language,Spanish,Español,General Education,Not Applicable,"265 RALPH AVENUE, BROOKLYN, NY, 11233",265 RALPH AVENUE,Brooklyn,NY,11233,3
Brooklyn,16,16K627,Brighter Choice Community School,Elementary,Dual Language,Spanish,Español,General Education,Not Applicable,"280 HART STREET, BROOKLYN, NY, 11206",280 HART STREET,Brooklyn,NY,11206,3
Brooklyn,16,16K681,Madiba Prep Middle School,Junior High-Intermediate-Middle,Transitional Bilingual Education,Spanish,Español,General Education,Not Applicable,"1014 LAFAYETTE AVENUE, BROOKLYN, NY, 11221",1014 LAFAYETTE AVENUE,Brooklyn,NY,11221,3
Brooklyn,17,17K189,P.S. 189 The Bilingual Center,K-8,Dual Language,Spanish,Español,General Education,Not Applicable,"1100 EAST NEW YORK AVENUE, BROOKLYN, NY, 11212",1100 EAST NEW YORK AVENUE,Brooklyn,NY,11212,7
Brooklyn,17,17K189,P.S. 189 The Bilingual Center,K-8,Transitional Bilingual Education,Spanish,Español,General Education,Not Applicable,"1100 EAST NEW YORK AVENUE, BROOKLYN, NY, 11212",1100 EAST NEW YORK AVENUE,Brooklyn,NY,11212,7
Brooklyn,17,17K249,P.S. 249 The Caton,Elementary,Dual Language,Spanish,Español,General Education,Not Applicable,"18 MARLBOROUGH ROAD, BROOKLYN, NY, 11226",18 MARLBOROUGH ROAD,Brooklyn,NY,11226,7
Brooklyn,17,17K249,P.S. 249 The Caton,Elementary,Transitional Bilingual Education,Spanish,Español,General Education,Not Applicable,"18 MARLBOROUGH ROAD, BROOKLYN, NY, 11226",18 MARLBOROUGH ROAD,Brooklyn,NY,11226,7
Brooklyn,17,17K316,P.S. 316 Elijah Stroud,Elementary,Dual Language,Spanish,Español,General Education,Not Applicable,"750 CLASSON AVENUE, BROOKLYN, NY, 11238",750 CLASSON AVENUE,Brooklyn,NY,11238,7
Brooklyn,17,17K705,Brooklyn Arts and Science Elementary School,Elementary,Dual Language,Spanish,Español,General Education,Not Applicable,"443 ST MARKS AVENUE, BROOKLYN, NY, 11238",443 ST MARKS AVENUE,Brooklyn,NY,11238,7
Brooklyn,17,17K770,P.S. 770 New American Academy,Elementary,Dual Language,Spanish,Español,General Education,Not Applicable,"60 EAST 94 STREET, BROOKLYN, NY, 11212",60 EAST 94 STREET,Brooklyn,NY,11212,7
